,Item_Identifier,Item_Weight,Item_category,price_per_unit_wt,Outlet_Size_num,Outlet_Location_Type_num,Item_MRP_clusters,Item_Type_new,Outlet_Years,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,Outlet,Identifier,Item_Visibility_MeanRatio
1156,NCO43,5.5,NC,2.9539780264394726,2,1,2nd,not_sure,12,2,0.04627712054736018,11,100.0016,OUT017,2007,1,708.4112,2,1433,0.73567276972098
1157,FDX15,17.2,FD,2.3304366360333537,0,1,3rd,perishable,15,1,0.14519870419163297,10,159.6578,OUT035,2004,1,3048.6982,6,1129,2.3082406945185188
1158,FDS10,19.2,FD,2.3460625586279558,0,2,3rd,not_sure,22,1,0.03458072272013813,13,181.3318,OUT046,1997,1,1443.4544,8,875,0.5497337725764884
1159,FDD46,12.857645184136183,FD,2.6207395742841824,0,2,3rd,not_sure,34,1,0.2209980826413591,13,152.3998,OUT019,1985,0,153.7998,4,307,3.5132322330514785
1160,FDV22,14.85,FD,2.441397968546939,1,0,3rd,not_sure,10,3,0.00992980688017651,13,155.763,OUT018,2009,2,3129.26,3,1034,0.15785529531505402
1161,NCR29,7.565,NC,2.1654858285844623,1,0,1st,non_perishable,10,2,0.053411335803367904,8,58.393,OUT018,2009,2,509.337,3,1470,0.8490862197173251
1162,FDU34,18.25,FD,2.0520464107111245,2,1,2nd,not_sure,12,1,0.07289748309308203,13,123.8046,OUT017,2007,1,3486.1288,2,994,1.1588597704105672
1163,FDZ35,9.6,FD,2.4779292391749608,1,0,2nd,perishable,10,3,0.022122708335348906,1,104.79899999999999,OUT018,2009,2,1341.5870000000002,3,1242,0.35168726840166226
1164,FDA26,7.855,FD,3.360725421353363,0,1,4th,perishable,15,3,0.07130289825279837,4,218.4482,OUT035,2004,1,4819.0604,6,164,1.13351046967337
1165,FDP38,10.1,FD,1.8194388429552404,2,1,1st,non_perishable,12,1,0.03177350913178947,3,52.2008,OUT017,2007,1,759.012,2,760,0.5051071715409873
1166,FDT22,10.395,FD,1.8842964104497695,0,1,1st,not_sure,15,1,0.10622855680107857,13,58.022,OUT035,2004,1,659.1419999999999,6,934,1.6887277272433892
1167,FDA50,16.25,FD,1.9231565345135027,2,1,2nd,perishable,12,1,0.08403617178604163,4,94.941,OUT017,2007,1,1737.7379999999998,2,184,1.3359328005577895
1168,FDY10,17.6,FD,2.0240849794656333,0,2,2nd,not_sure,22,1,0.04790203370782736,13,115.6176,OUT046,1997,1,2519.3872,8,1174,0.7615042032928587
1169,FDC09,15.5,FD,2.0156184634766547,2,1,2nd,perishable,17,3,0.026014026942615842,6,100.8332,OUT045,2002,1,1537.9979999999998,7,241,0.41354801305938393
1170,FDT19,7.59,FD,3.168333929685028,1,0,3rd,perishable,10,3,0.13595618356638772,6,172.808,OUT018,2009,2,2250.404,3,931,2.1613112687644067
1171,FDO34,12.857645184136183,FD,2.6207395742841824,1,0,3rd,not_sure,34,1,0.02935873854081631,13,167.2816,OUT027,1985,3,5704.5744,5,714,0.4667192824958179
1172,NCV54,11.1,NC,2.466054381568352,1,2,2nd,non_perishable,20,2,0.032622470433264,9,119.6124,OUT049,1999,1,2251.7356,9,1518,0.5186032081278471
1173,FDH57,12.857645184136183,FD,2.6207395742841824,1,0,2nd,perishable,34,1,0.03495626117402153,6,131.4284,OUT027,1985,3,5404.9644,5,466,0.555703751072069
1174,FDA28,16.1,FD,2.187767996204204,0,2,2nd,non_perishable,22,3,0.046694525089050455,5,127.4362,OUT046,1997,1,2265.0516,8,166,0.742308298285579
1175,FDB05,5.155,FD,3.8864120857748685,0,2,4th,non_perishable,22,1,0.07991809160158385,5,246.0776,OUT046,1997,1,990.7104,8,194,1.270467200723576
1176,FDK45,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,1,0.05759067345785291,12,111.586,OUT019,1985,0,339.55800000000005,4,569,0.9155256366799165
1177,DRH01,12.857645184136183,DR,2.6207395742841824,0,2,3rd,non_perishable,34,1,0.15821439687605135,14,173.0738,OUT019,1985,0,347.5476,4,64,2.515152675508861
1178,FDY52,6.365,FD,2.386455380624902,0,2,1st,non_perishable,22,1,0.0073214188843148875,5,62.8536,OUT046,1997,1,796.2968,8,1209,0.11638944785683446
1179,FDR48,11.65,FD,2.646098089118404,0,1,3rd,non_perishable,15,0,0.0,0,152.6024,OUT035,2004,1,303.6048,6,858,0.0
1180,FDY15,18.25,FD,2.2474661773345366,0,1,3rd,perishable,15,3,0.15768364156182196,4,154.463,OUT035,2004,1,2190.482,6,1179,2.506715196524756
1181,FDM51,11.8,FD,2.2686899702865935,1,2,2nd,perishable,20,3,0.025635125358806143,10,102.2674,OUT049,1999,1,2444.8176,9,647,0.407524570496062
1182,FDR43,18.2,FD,1.120692719139051,0,2,1st,perishable,22,1,0.1497032409016981,6,37.619,OUT046,1997,1,366.19,8,853,2.379849838704835
1183,FDW09,13.65,FD,1.9378210050560678,2,0,2nd,not_sure,32,5,0.02556954017208381,13,81.1302,OUT013,1987,1,792.302,1,1073,0.40648195515184876
1184,FDV44,8.365,FD,3.1726787810099166,1,2,3rd,perishable,20,3,0.03913068698566296,6,191.3188,OUT049,1999,1,1713.7692,9,1052,0.6220650838974793
1185,DRH37,12.857645184136183,DR,2.6207395742841824,0,2,3rd,non_perishable,34,1,0.07033251815951336,14,165.2526,OUT019,1985,0,822.263,4,72,1.1180842244259264
1186,FDZ47,20.7,FD,1.7615509068237571,1,2,2nd,non_perishable,20,3,0.07642363286928124,0,99.8042,OUT049,1999,1,1488.0629999999999,9,1252,1.2149153836731228
1187,NCP43,17.75,NC,2.412467201810826,0,2,3rd,not_sure,22,2,0.030050962664130546,11,180.36599999999999,OUT046,1997,1,2336.958,8,1447,0.4777236499249688
1188,FDL26,18.0,FD,2.276681358402527,1,0,3rd,non_perishable,10,1,0.07091593308479342,3,157.3972,OUT018,2009,2,778.9860000000001,3,596,1.1273588393738918
1189,DRM35,9.695,DR,2.961791952476042,2,1,3rd,non_perishable,12,1,0.06844620649286766,7,177.7344,OUT017,2007,1,1605.9096,2,124,1.0880973083874046
1190,FDM39,6.42,FD,3.359424130063576,1,0,3rd,perishable,10,1,0.052296845711429854,4,178.3002,OUT018,2009,2,2328.3026,3,641,0.8313690410539818
1191,DRD15,10.6,DR,3.138623850016797,2,1,4th,perishable,17,1,0.05535060401380456,4,233.9642,OUT045,2002,1,3717.8272,7,19,0.8799149920940275
1192,NCK06,5.03,NC,3.229598252908593,2,0,2nd,non_perishable,21,2,0.014368788738839736,9,122.0756,OUT010,1998,0,121.1756,0,1364,0.2284223064012752
1193,FDV04,7.825,FD,3.0471285019407803,2,1,3rd,non_perishable,17,3,0.14003970292655973,5,156.9288,OUT045,2002,1,1571.2879999999998,7,1020,2.22622745115377
1194,FDG46,12.857645184136183,FD,2.6207395742841824,1,0,2nd,not_sure,34,3,0.032225429066665146,13,112.1518,OUT027,1985,3,5351.0346,5,421,0.512291395326948
1195,FDO19,17.7,FD,1.3445214673689267,1,2,1st,perishable,20,3,0.0164858072348372,6,50.2034,OUT049,1999,1,1166.4816,9,702,0.26207679574892406
1196,NCN05,8.235,NC,3.1414162988533896,1,2,3rd,non_perishable,20,2,0.014378288211792307,8,182.295,OUT049,1999,1,3661.9,9,1405,0.2285733206280734
1197,DRA12,11.6,DR,2.5808396763353665,2,1,3rd,non_perishable,17,1,0.0,14,141.6154,OUT045,2002,1,3829.0158,7,0,0.0
1198,FDJ02,17.2,FD,2.269135323772156,1,2,3rd,non_perishable,20,3,0.024893479244582677,3,149.1418,OUT049,1999,1,1177.1344,9,507,0.3957345359271393
1199,NCK17,11.0,NC,1.513087191454528,2,1,1st,non_perishable,17,2,0.037268517512604356,8,38.948,OUT045,2002,1,519.3240000000001,7,1366,0.5924619591193749
1200,FDO58,19.6,FD,2.235335962697031,2,0,3rd,not_sure,32,1,0.03878238344700426,13,163.6526,OUT013,1987,1,1151.1682,1,730,0.6165280620180296
1201,FDB22,8.02,FD,2.9977240542272825,1,2,3rd,not_sure,20,1,0.10581294219750315,13,152.6998,OUT049,1999,1,3383.5956,9,206,1.6821206535332627
1202,FDG33,5.365,FD,3.502681240877493,2,1,3rd,perishable,17,3,0.1314884117845965,12,172.7764,OUT045,2002,1,2233.0932,7,413,2.0902865809204894
1203,FDK58,11.35,FD,2.300394148371252,2,1,2nd,not_sure,17,3,0.04408748770906283,13,101.9016,OUT045,2002,1,2631.2416,7,578,0.7008639217250535
1204,DRH49,12.857645184136183,DR,2.6207395742841824,0,2,2nd,non_perishable,34,1,0.04226296829868602,14,82.8592,OUT019,1985,0,165.1184,4,74,0.6718593243740162
1205,FDT43,16.35,FD,1.4191196967778155,0,2,1st,perishable,22,1,0.02033968991497499,6,51.2324,OUT046,1997,1,571.2564,8,951,0.32334241711737394
1206,NCR38,17.25,NC,2.7532817981494206,1,2,4th,non_perishable,20,2,0.10768327725725356,9,253.4724,OUT049,1999,1,6040.1376,9,1472,1.7118535875930794
1207,DRI39,13.8,DR,1.6421295537193492,0,1,1st,perishable,15,1,0.09261905196588643,4,57.493,OUT035,2004,1,1358.2320000000002,6,84,1.472375845401683
1208,NCZ05,8.485,NC,2.5889463170805733,0,1,2nd,non_perishable,15,2,0.05649489587169088,8,104.499,OUT035,2004,1,1238.388,6,1549,0.8981059328981095
1209,FDU21,11.8,FD,1.3196247572784499,2,0,1st,not_sure,32,5,0.07386050796555657,13,32.3558,OUT013,1987,1,169.77900000000002,1,983,1.1741690888570009
1210,NCP54,15.35,NC,2.197752848923514,1,2,2nd,non_perishable,20,2,0.034598816896444846,9,122.87299999999999,OUT049,1999,1,2832.9790000000003,9,1450,0.5500214178025079
1211,NCX29,10.0,NC,2.74476906930099,2,1,3rd,non_perishable,17,2,0.08556588710565659,8,145.6102,OUT045,2002,1,2624.5836,7,1533,1.3602508629772965
1212,FDV01,19.2,FD,2.19566896985792,2,1,3rd,non_perishable,12,3,0.0,3,153.3314,OUT017,2007,1,3257.7594,2,1017,0.0
1213,NCS17,18.6,NC,1.8116639958934253,2,1,2nd,non_perishable,12,2,0.0778465674604538,8,95.2436,OUT017,2007,1,1796.3284,2,1480,1.2375359404285589
1214,NCN07,18.5,NC,2.089046616257084,2,0,2nd,not_sure,32,2,0.03335397011359234,11,130.9284,OUT013,1987,1,1713.7692,1,1407,0.5302319436565934
1215,FDB14,20.25,FD,1.7329613676079552,0,1,2nd,non_perishable,15,3,0.09776579413221773,3,94.31200000000001,OUT035,2004,1,2982.784,6,200,1.5541942044473753
1216,NCJ18,12.35,NC,2.3658252007074134,0,1,2nd,non_perishable,15,2,0.15178583263621556,9,119.2124,OUT035,2004,1,1303.6364,6,1355,2.4129570418196553
1217,FDF57,14.5,FD,2.555594329486545,0,2,3rd,perishable,22,3,0.05716205333332555,6,172.2448,OUT046,1997,1,2897.5616,8,391,0.9087118126900144
1218,DRG01,14.8,DR,1.8397664009681056,2,0,2nd,non_perishable,32,1,0.04386465660567632,14,78.367,OUT013,1987,1,918.804,1,50,0.697321549747943
1219,FDA02,14.0,FD,2.423402251200497,1,0,3rd,perishable,10,3,0.029407078110661233,4,143.9786,OUT018,2009,2,866.8716,3,146,0.46748774226198986
1220,DRJ37,10.8,DR,2.7031145841689925,2,1,3rd,non_perishable,12,1,0.05963306874306588,14,150.4024,OUT017,2007,1,2884.2456,2,96,0.9479938321632546
1221,NCP55,14.65,NC,1.5425598193159369,2,0,1st,not_sure,32,2,0.011118670850392075,11,53.8614,OUT013,1987,1,221.0456,1,1451,0.17675480417483455
1222,FDW45,12.857645184136183,FD,2.6207395742841824,1,0,3rd,not_sure,34,1,0.03808745298725022,13,147.7418,OUT027,1985,3,1618.5598,5,1103,0.6054806716436107
1223,FDK38,6.65,FD,3.155389141332899,2,1,3rd,non_perishable,17,1,0.05202111900894086,3,149.3734,OUT045,2002,1,296.9468,7,564,0.8269857815834942
1224,NCZ30,6.59,NC,2.9664753529039807,2,0,2nd,non_perishable,21,2,0.04289500562720954,9,121.4098,OUT010,1998,0,241.0196,0,1554,0.6819068953235979
1225,FDK08,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,3,0.19403583098392102,6,102.4016,OUT019,1985,0,202.4032,4,546,3.0846101813738693
1226,DRY23,9.395,DR,1.716937278024451,0,1,1st,non_perishable,15,3,0.10352700360143159,14,42.9112,OUT035,2004,1,426.11199999999997,6,142,1.6457808217007488
1227,FDT31,19.75,FD,2.3545634185169666,0,2,3rd,perishable,22,1,0.012371451040239028,6,188.2872,OUT046,1997,1,2647.2208,8,941,0.196670396614798
1228,FDU52,7.56,FD,3.064867110272044,1,0,3rd,non_perishable,10,1,0.0620641837380182,5,154.463,OUT018,2009,2,2503.408,3,1010,0.9866415501001651
1229,NCG19,20.25,NC,2.53354630292516,2,0,4th,non_perishable,32,2,0.13785617973650477,9,234.8616,OUT013,1987,1,2812.3392,1,1327,2.1915157289468152
1230,NCR30,20.6,NC,1.5491064515253021,2,1,2nd,non_perishable,17,2,0.06872065257207773,9,76.3696,OUT045,2002,1,372.848,7,1471,1.0924602096406255
1231,FDN23,6.575,FD,3.1407335662171785,2,1,3rd,perishable,17,3,0.07293525407431069,1,145.4444,OUT045,2002,1,2612.5992,7,667,1.1594602200938429
1232,FDQ01,19.7,FD,2.631784390318663,2,1,4th,non_perishable,17,3,0.1493054319777103,3,254.1014,OUT045,2002,1,4845.0266,7,775,2.3735258239548176
1233,FDO22,13.5,FD,1.9469255064213877,2,0,2nd,not_sure,21,3,0.02945500462174809,13,81.096,OUT010,1998,0,159.792,0,705,0.4682496355850251
1234,DRE13,6.28,DR,2.6855027912261358,2,1,2nd,non_perishable,17,1,0.027382930924286914,14,85.8198,OUT045,2002,1,872.198,7,29,0.43530963892907043
1235,FDL44,18.25,FD,2.2806442251256045,0,1,3rd,perishable,15,1,0.012198096792861993,6,160.2894,OUT035,2004,1,3235.788,6,607,0.1939145639743414
1236,FDT34,9.3,FD,2.5244064803119475,0,1,2nd,not_sure,15,1,0.16068696342216476,13,106.7964,OUT035,2004,1,841.5712,6,944,2.5544593535775
1237,DRM23,16.6,DR,2.423000270626494,0,1,3rd,non_perishable,15,1,0.12725585141725493,7,170.6422,OUT035,2004,1,1379.5376,6,123,2.0230010762991126
1238,FDF32,16.35,FD,2.57777013579076,2,1,3rd,perishable,17,1,0.06599279910007408,6,198.9426,OUT045,2002,1,3559.3668,7,375,1.0490952056082736
1239,NCE18,10.0,NC,3.264518182746902,2,1,4th,non_perishable,17,2,0.021241583658574655,9,251.675,OUT045,2002,1,4244.475,7,1306,0.3376799268954286
1240,FDA51,12.857645184136183,FD,2.6207395742841824,1,0,2nd,perishable,34,3,0.15176108043602243,4,113.2518,OUT027,1985,3,3415.554,5,185,2.4125635532132472
1241,DRZ24,7.535,DR,2.815762296012472,2,1,2nd,non_perishable,12,1,0.0790423394720763,14,118.344,OUT017,2007,1,3115.9440000000004,2,144,1.2565452672263413
1242,FDT48,4.92,FD,3.712125452748492,1,2,3rd,non_perishable,20,1,0.04499867985387258,0,196.5084,OUT049,1999,1,3769.7596,9,956,0.7153492492690211
1243,DRG11,6.385,DR,2.893972679995235,0,2,2nd,non_perishable,22,1,0.0,7,108.9596,OUT046,1997,1,1186.4556,8,52,0.0
1244,FDE58,18.5,FD,2.0008399122711715,1,2,2nd,not_sure,20,1,0.05083538081112979,13,118.3124,OUT049,1999,1,1540.6612,9,355,0.808135963491314
1245,DRA12,11.6,DR,2.5853980027036068,2,0,3rd,non_perishable,32,1,0.040097082875286856,14,142.3154,OUT013,1987,1,2552.6772,1,0,0.6374279917957568
1246,FDP60,17.35,FD,1.9284812522510018,2,1,2nd,non_perishable,12,1,0.05471083284474684,0,102.0016,OUT017,2007,1,1619.2256,2,774,0.8697444753816351
1247,FDT10,16.7,FD,1.536882672444907,2,1,1st,not_sure,17,3,0.06031429978918181,13,60.9562,OUT045,2002,1,829.5868,7,924,0.9588234413651309
1248,FDE05,10.895,FD,2.678114127151932,2,0,3rd,non_perishable,32,3,0.031912378949424385,5,147.7102,OUT013,1987,1,1166.4816,1,320,0.5073148011895428
1249,FDC32,18.35,FD,1.7889963455970965,2,1,2nd,perishable,17,1,0.09468270753022043,6,91.4462,OUT045,2002,1,1665.8316,7,255,1.5051820180158584
1250,FDJ22,18.75,FD,2.427279420188762,2,1,3rd,not_sure,12,1,0.05174670358206472,13,193.6504,OUT017,2007,1,2876.256,2,520,0.8226233676139922
1251,NCH18,9.3,NC,3.3131305113740157,1,0,4th,non_perishable,10,2,0.04386678898540439,9,246.1802,OUT018,2009,2,2702.4822,3,1335,0.6973554484365841
1252,DRE37,12.857645184136183,DR,2.6207395742841824,0,2,3rd,non_perishable,34,1,0.15269219818836857,14,189.4872,OUT019,1985,0,189.0872,4,33,2.427365640458581
1253,DRC13,8.26,DR,2.7799240410219506,0,1,2nd,non_perishable,15,3,0.03192051314731651,14,124.87299999999999,OUT035,2004,1,2956.152,6,10,0.5074441114798542
1254,FDG47,12.8,FD,3.060485127189461,0,2,4th,not_sure,22,1,0.06730236071180191,15,260.3252,OUT046,1997,1,8132.0812,8,422,1.0699134589184407
1255,FDY55,16.75,FD,2.798913783967686,1,0,4th,perishable,10,1,0.07848901208262557,6,258.3988,OUT018,2009,2,1541.9928,3,1210,1.2477489573361635
1256,NCW29,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.02831840899997734,8,131.83100000000002,OUT027,1985,3,3635.268,5,1523,0.4501810427419355
1257,NCT05,10.895,NC,3.197303643849157,2,1,4th,non_perishable,17,2,0.020776994603004587,8,255.6672,OUT045,2002,1,4346.3424,7,1489,0.330294300623727
1258,FDN50,16.85,FD,1.881225792782408,1,2,2nd,non_perishable,20,3,0.026214436467804678,3,93.712,OUT049,1999,1,466.06,9,684,0.41673394659911767
1259,FDU60,20.0,FD,2.2492539340967177,2,0,3rd,non_perishable,21,3,0.09554839506518006,0,169.6132,OUT010,1998,0,169.1132,0,1016,1.5189439534825415
1260,FDX02,16.0,FD,2.7123758320564932,2,0,4th,perishable,32,1,0.055446633023228054,4,225.0404,OUT013,1987,1,5851.0504,1,1118,0.881441576429884
1261,FDL34,16.0,FD,2.2852456296173425,1,2,3rd,not_sure,20,1,0.04019097114687762,13,141.2496,OUT049,1999,1,2681.8424,9,601,0.6389205445732099
1262,DRF27,8.93,DR,2.8930060851813306,2,1,3rd,perishable,12,4,0.028177277501768502,4,152.234,OUT017,2007,1,3828.35,2,43,0.4479374588941481
1263,FDZ35,9.6,FD,2.4504571750413797,1,2,2nd,perishable,20,3,0.0,1,101.699,OUT049,1999,1,2373.577,9,1242,0.0
1264,DRF03,12.857645184136183,DR,2.6207395742841824,1,0,1st,perishable,34,1,0.04410178516197123,4,39.7138,OUT027,1985,3,1096.5726,5,38,0.7010912099974583
1265,NCO41,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.01858383192557935,8,96.9384,OUT027,1985,3,2167.8448,5,1431,0.29542933836448504
1266,FDQ59,9.8,FD,2.2787397744099307,2,1,2nd,perishable,17,3,0.05496240521038798,1,85.8908,OUT045,2002,1,1845.5976,7,818,0.8737437505488761
1267,NCZ53,9.6,NC,3.0174805150846407,1,0,3rd,non_perishable,10,2,0.024279722484933333,8,186.6214,OUT018,2009,2,1884.214,3,1557,0.38597757330790905
1268,FDZ33,12.857645184136183,FD,2.6207395742841824,0,2,3rd,not_sure,34,1,0.17230352008213,13,146.4076,OUT019,1985,0,147.8076,4,1240,2.7391291063965273
1269,FDD34,7.945,FD,3.059519253702125,2,1,3rd,not_sure,17,1,0.015783271280502442,13,161.421,OUT045,2002,1,3425.5409999999997,7,298,0.25090849994225023
1270,NCM06,7.475,NC,3.085497158277549,1,2,3rd,non_perishable,20,2,0.07310698862253841,9,156.0656,OUT049,1999,1,1853.5872,9,1390,1.1621903041884694
1271,FDY43,14.85,FD,2.5201773722138134,1,0,3rd,perishable,10,1,0.09422148557358383,6,169.7474,OUT018,2009,2,673.7896,3,1200,1.4978499189076668
1272,DRM23,16.6,DR,2.4404709969815253,2,0,3rd,non_perishable,21,1,0.20472666153614377,7,173.9422,OUT010,1998,0,172.4422,0,123,3.2545635585491492
1273,FDT20,10.5,FD,1.5549596013869944,1,2,1st,perishable,20,1,0.040623386639015546,6,39.2164,OUT049,1999,1,540.6296,9,932,0.6457947039636112
1274,FDG46,8.63,FD,2.650265594379853,2,0,2nd,not_sure,32,3,0.032353215588438365,13,113.5518,OUT013,1987,1,2732.4432,1,421,0.5143228325316398
1275,FDH10,21.0,FD,2.325407432743037,2,1,3rd,not_sure,12,1,0.048393798960453316,13,193.8478,OUT017,2007,1,1162.4868,2,436,0.7693218527311299
1276,FDF24,15.5,FD,1.8471168595699694,0,1,2nd,non_perishable,15,3,0.025049300189298088,0,82.7934,OUT035,2004,1,1228.401,6,371,0.3982116396151704
1277,FDG57,14.7,FD,1.4537527225148905,0,2,1st,perishable,22,1,0.06980434482005718,6,48.2034,OUT046,1997,1,874.8612,8,427,1.1096877913952055
1278,FDN44,13.15,FD,2.565487381755785,2,1,3rd,perishable,12,0,0.02266573253904345,6,157.892,OUT017,2007,1,1917.504,2,679,0.3603197873490902
1279,FDD32,17.7,FD,1.7348761920111246,2,0,2nd,perishable,32,3,0.0400837367950698,6,82.6276,OUT013,1987,1,731.0484,1,296,0.6372158276057194
1280,FDI04,12.857645184136183,FD,2.6207395742841824,0,2,3rd,non_perishable,34,3,0.12014491710603106,5,198.5426,OUT019,1985,0,790.9704,4,470,1.9099577261907528
1281,FDA56,9.21,FD,2.665170656362793,0,2,2nd,perishable,22,1,0.00872659823933136,6,123.1414,OUT046,1997,1,4264.4490000000005,8,188,0.13872774755726122
1282,DRG51,12.1,DR,2.689435033785537,2,1,3rd,perishable,12,1,0.011538073682555713,4,166.0526,OUT017,2007,1,1480.0734,2,63,0.1834220997955913
1283,FDZ04,9.31,FD,2.0710958571718683,2,1,1st,non_perishable,12,1,0.037459338805381784,5,64.551,OUT017,2007,1,1581.275,2,1219,0.5954954674128661
1284,FDT13,14.85,FD,2.6155577760905753,0,1,3rd,non_perishable,15,1,0.018397845954704603,3,188.2214,OUT035,2004,1,3014.7424,6,927,0.29247269774587425
1285,FDY56,12.857645184136183,FD,2.6207395742841824,1,0,4th,perishable,34,3,0.06025671791279824,6,223.7062,OUT027,1985,3,4965.5364,5,1211,0.9579080555765644
1286,FDB51,6.92,FD,2.331150079829386,2,1,1st,perishable,12,0,0.03794257745496949,4,64.2852,OUT017,2007,1,438.0964,2,228,0.6031775684505611
1287,NCY29,13.65,NC,1.6238825352947541,2,0,1st,non_perishable,32,2,0.07433708397703202,8,55.593,OUT013,1987,1,282.965,1,1543,1.1817452731614222
1288,FDL34,16.0,FD,2.294109274513002,2,1,3rd,not_sure,17,1,0.04020958655677243,13,142.6496,OUT045,2002,1,1834.9448,7,601,0.6392164759102253
1289,NCQ38,16.35,NC,2.0096128032601164,1,2,2nd,not_sure,20,2,0.013298394086612705,11,105.62799999999999,OUT049,1999,1,1065.28,9,1459,0.21140611807355728
1290,NCR41,12.857645184136183,NC,2.6207395742841824,1,0,2nd,non_perishable,34,2,0.01777775018415663,8,93.7094,OUT027,1985,3,4189.2136,5,1473,0.2826149631328395
1291,FDY24,4.88,FD,2.459830510791926,2,0,1st,non_perishable,21,3,0.20166677393850385,0,52.2298,OUT010,1998,0,161.7894,0,1185,3.205920169389124
1292,NCA42,6.965,NC,3.1748505718643725,2,1,3rd,non_perishable,17,2,0.0,9,159.6604,OUT045,2002,1,3327.6684,7,1271,0.0
1293,FDB11,16.0,FD,2.714861948384463,1,2,4th,not_sure,20,1,0.059157788424501555,15,225.6404,OUT049,1999,1,2925.5252,9,198,0.9404382456397964
1294,FDG26,18.85,FD,2.6863595326305276,0,1,4th,non_perishable,15,1,0.041757673116475304,3,257.83299999999997,OUT035,2004,1,5382.993,6,408,0.6638265880709182
1295,FDH24,20.7,FD,2.1473078529100817,0,1,3rd,non_perishable,15,1,0.021200749467721637,0,156.5288,OUT035,2004,1,1571.2879999999998,6,445,0.33703078101234774
1296,FDX44,9.3,FD,2.353086030539055,2,0,2nd,perishable,32,1,0.042034816194627365,6,88.5172,OUT013,1987,1,1427.4752,1,1152,0.668232363830118
1297,FDT52,9.695,FD,3.2669413472657927,2,1,4th,non_perishable,12,3,0.04659524185078458,5,244.6144,OUT017,2007,1,2695.1584,2,960,0.740729981095183
1298,FDT04,17.25,FD,1.1887655845605394,2,1,1st,non_perishable,12,1,0.10223813509716925,5,39.3822,OUT017,2007,1,314.2576,2,920,1.62529152912762
1299,FDO58,19.6,FD,2.2488861145716457,0,2,3rd,not_sure,22,1,0.038814066060481586,13,166.1526,OUT046,1997,1,2960.1468,8,730,0.6170317242107758
1300,FDR60,14.3,FD,1.842133460066674,0,2,2nd,non_perishable,22,1,0.12258492632564222,0,75.9328,OUT046,1997,1,1158.492,8,867,1.9487468366519147
1301,NCL54,12.6,NC,2.7017095063969525,2,1,3rd,non_perishable,17,2,0.07966261267735399,9,175.2054,OUT045,2002,1,3502.1079999999997,7,1387,1.266405822539919
1302,FDW50,13.1,FD,2.6220975278876333,2,0,3rd,perishable,32,1,0.07279975981699098,4,167.2158,OUT013,1987,1,3008.0844,1,1108,1.1573062521203674
1303,FDK43,12.857645184136183,FD,2.6207395742841824,0,2,2nd,perishable,34,1,0.04592388603039729,10,125.802,OUT019,1985,0,253.00400000000002,4,567,0.7300573595057053
1304,FDQ32,17.85,FD,2.071629595121314,1,0,2nd,perishable,10,3,0.04573632499322253,6,123.8388,OUT018,2009,2,866.8716,3,799,0.727075679874863
1305,FDE29,8.905,FD,2.029843077875404,0,2,1st,non_perishable,22,0,0.1337693478109416,5,58.8878,OUT046,1997,1,1151.1682,8,335,2.126546886320009
1306,NCN07,18.5,NC,2.104321348350148,2,1,2nd,not_sure,17,2,0.03344786981095911,11,133.2284,OUT045,2002,1,2768.3964,7,1407,0.531724678070937
1307,FDB37,20.25,FD,2.5563801730511315,2,0,4th,non_perishable,32,3,0.02266297866645971,0,240.7538,OUT013,1987,1,3364.9532,1,217,0.36027600871621124
1308,FDD21,10.3,FD,2.4801835393314056,1,2,2nd,perishable,20,3,0.030157416240311687,6,112.7176,OUT049,1999,1,343.5528,9,290,0.47941595481147825
1309,FDX16,17.85,FD,2.249993595255374,2,0,3rd,non_perishable,32,1,0.06368373090847554,5,151.505,OUT013,1987,1,2546.685,1,1130,1.0123876799045202
1310,FDN46,7.21,FD,2.7042816666468155,1,2,2nd,not_sure,20,3,0.135279163632565,13,100.5332,OUT049,1999,1,1127.8652,9,681,2.150548604104622
1311,FDV28,16.1,FD,1.1540998802704836,2,0,1st,non_perishable,21,3,0.23693014754995417,5,34.9558,OUT010,1998,0,67.9116,0,1040,3.7665061226117738
1312,FDR48,12.857645184136183,FD,2.6207395742841824,1,0,3rd,non_perishable,34,1,0.12298496037696592,0,150.8024,OUT027,1985,3,4402.2696,5,858,1.955106224510086
1313,FDW37,12.857645184136183,FD,2.6207395742841824,1,0,2nd,non_perishable,34,1,0.11640401502213579,3,89.7488,OUT027,1985,3,1901.5248,5,1097,1.850488170506152
1314,FDV40,17.35,FD,1.6666056762143278,0,1,2nd,non_perishable,15,1,0.014582167514727356,5,74.5038,OUT035,2004,1,739.038,6,1050,0.2318144136283501
1315,FDZ57,10.0,FD,2.6369078783419666,1,0,2nd,not_sure,10,3,0.037216920362307115,13,129.6994,OUT018,2009,2,1413.4934,3,1260,0.5916417132177304
1316,FDY46,18.6,FD,2.3934366676221757,1,2,3rd,not_sure,20,1,0.04684961108507169,13,185.0898,OUT049,1999,1,2993.4368,9,1203,0.7447737184087069
